,Unnamed: 0,city,company_name,description,duty,employment,experience,max_salary,min_salary,name,published_date,requirements,schedule,skills,terms
9254,9254,Москва,Dveryanin,"Филиал производства «Дверянин» занимается продажей входных и межкомнатных дверей оптом и в розницу. Фабрика на рынке с 2013 года, а в январе 2020 открыт филиал в Москве и собственная торговая марка. Завод в Челябинске. По всем вакансиям предоставляем внутреннее обучение, главное — ваше желание развиваться. Наша команда ставит и достигает новые цели, в связи с чем открыт набор для нового филиала и развития сети в Москве и Московской области. ","Сейчас открыты двери на позицию Стажера Интернет – Маркетолога с начальным и средним уровнем подготовки. Имеем большую базу знаний и для СИЛЬНОГО кандидата возможно обучение с нуля.   Основная задача: Увеличение продаж за счёт увеличение потока трафика на сайт. Обязанности: формирование маркетинговой и рекламной стратегии;исследование и анализ рынка;разработка конкурентного преимущества;управление отношениями с клиентами;обеспечение рекламными материалами (полиграфия);работа с сайтом компании, SMM-продвижение (ведение аккаунтов в соцсетях);настройка контекстной рекламы (Яндекс.Директ, Google AdWords);настройка таргетированной рекламы (ВК, Instagram, Facebook, ОК);сбор статистики, аналитика данных и оптимизация рекламных компаний на основе этих данных. Требования: умение самостоятельно организовать свою работу, инициативность, креативность, системность;желание обучаться. Условия: график работы с 09.00 до 18.00;заработная плата 2 раза в месяц без задержек;дружная команда;отсутствие задержек по выплате заработной платы.",Полная занятость,Нет опыта,30000.0,10000.0,"Интернет-маркетолог/менеджер по рекламе, PR",2020-10-07T13:06:59+0300,"Сейчас открыты двери на позицию Стажера Интернет – Маркетолога с начальным и средним уровнем подготовки. Имеем большую базу знаний и для СИЛЬНОГО кандидата возможно обучение с нуля.   Основная задача: Увеличение продаж за счёт увеличение потока трафика на сайт. Обязанности: формирование маркетинговой и рекламной стратегии;исследование и анализ рынка;разработка конкурентного преимущества;управление отношениями с клиентами;обеспечение рекламными материалами (полиграфия);работа с сайтом компании, SMM-продвижение (ведение аккаунтов в соцсетях);настройка контекстной рекламы (Яндекс.Директ, Google AdWords);настройка таргетированной рекламы (ВК, Instagram, Facebook, ОК);сбор статистики, аналитика данных и оптимизация рекламных компаний на основе этих данных. Требования: умение самостоятельно организовать свою работу, инициативность, креативность, системность;желание обучаться. Условия: график работы с 09.00 до 18.00;заработная плата 2 раза в месяц без задержек;дружная команда;отсутствие задержек по выплате заработной платы.",Полный день,"[{'name': 'Яндекс.Директ'}, {'name': 'Google AdWords'}, {'name': 'Google Analytics'}, {'name': 'Контекстная реклама'}, {'name': 'Яндекс.Метрика'}, {'name': 'Интернет-реклама'}]","Сейчас открыты двери на позицию Стажера Интернет – Маркетолога с начальным и средним уровнем подготовки. Имеем большую базу знаний и для СИЛЬНОГО кандидата возможно обучение с нуля.   Основная задача: Увеличение продаж за счёт увеличение потока трафика на сайт. Обязанности: формирование маркетинговой и рекламной стратегии;исследование и анализ рынка;разработка конкурентного преимущества;управление отношениями с клиентами;обеспечение рекламными материалами (полиграфия);работа с сайтом компании, SMM-продвижение (ведение аккаунтов в соцсетях);настройка контекстной рекламы (Яндекс.Директ, Google AdWords);настройка таргетированной рекламы (ВК, Instagram, Facebook, ОК);сбор статистики, аналитика данных и оптимизация рекламных компаний на основе этих данных. Требования: умение самостоятельно организовать свою работу, инициативность, креативность, системность;желание обучаться. Условия: график работы с 09.00 до 18.00;заработная плата 2 раза в месяц без задержек;дружная команда;отсутствие задержек по выплате заработной платы."
16798,16798,Москва,Help Hunters,"На постоянную работу требуется личный помощник руководителя / Бизнес-ассистент (на удаленной основе). Возможна работа на 1-2, 3-4, 5-6 часов в день или на полный день. ",,Частичная занятость,От 1 года до 3 лет,30000.0,10000.0,Личный помощник руководителя / Бизнес ассистент,2020-10-14T17:30:43+0300,,Удаленная работа,"[{'name': 'Административная поддержка руководителя'}, {'name': 'Документооборот'}, {'name': 'Высокая скорость печати'}, {'name': 'Планирование рабочего дня руководителя'}, {'name': 'Подготовка презентаций'}, {'name': 'Грамотная речь'}, {'name': 'Работа с большим объемом информации'}, {'name': 'исполнение поручений руководителя'}, {'name': 'Поиск информации в интернет'}, {'name': 'Деловая переписка'}, {'name': 'проведение интервью'}, {'name': 'MS Excel'}, {'name': 'MS PowerPoint'}, {'name': 'Adobe Photoshop'}, {'name': 'Управление проектами'}, {'name': 'Сбор и анализ информации'}, {'name': 'конкурентный анализ'}, {'name': 'личный помощник'}, {'name': 'маркетинг'}, {'name': 'SMM'}]","Условия работы Работа вне офиса, удаленная. Необходимо быть на связи в разное время - не нормировано. Гибкий график, в среднем при правильном планировании, вы можете справляться за 2-5 часов в день, но ненормированный, всегда быть на связи для руководителя, работа, в том числе, в выходные дни. Задачи ставятся голосовыми сообщениями в WhatsApp. Важно, чтобы задача была решена и в оговоренные с руководителем сроки, как вы будете распределять свое рабочее время – на ваше усмотрение. Возможно такое, когда в течение дня не будет работы вовсе, а когда-то будет полная загрузка. Вы сами планируете свое время и занятость, важно чтобы сроки задач не срывались и согласовывались с руководителем. Заработная плата:окладная часть от 10 000 до 30 000 руб., в зависимости от вашей загрузки. По результатам работы и загруженности возможны бонусы, премии- все зависит от того, как вы проявите себя и какую пользу будете приносить в работе в виде решаемых задач, выполненных целей, достигнутых результатов. 2-3 дня стажировки."
10292,10292,,Галеев Марсель Ирекович,,,Полная занятость,От 1 года до 3 лет,30000.0,15000.0,Младший интернет-маркетолог в digital-агентство RestOn удаленно,2020-09-28T11:11:15+0300,Минимальные требования:  Наличие ПК  Базовые знания интернет-маркетинга  Желание развиваться в данной области  Перфекзионизм  Чрезмерно высокий уровень ответственности  ,Удаленная работа,"[{'name': 'Контекстная реклама'}, {'name': 'Интернет-реклама'}, {'name': 'Internet Marketing'}, {'name': 'Яндекс.Директ'}, {'name': 'Яндекс.Метрика'}, {'name': 'Интернет маркетинг'}, {'name': 'SMM'}, {'name': 'Маркетинг'}, {'name': 'Маркетинговый анализ'}, {'name': 'Создание сайтов'}, {'name': 'Креативность'}, {'name': 'Реклама'}, {'name': 'Разработка технических заданий'}, {'name': 'Веб-аналитика'}, {'name': 'Google Analytics'}, {'name': 'Google AdWords'}, {'name': 'Adobe Photoshop'}, {'name': 'Social Media Marketing'}, {'name': 'Управление интернет-проектами'}]",Предлагаем демократичные условия работы: Работа на удаленке с любой точки мираИнтересная и креативная работаМолодое и активно развивающееся окружение маркетологовРабота в удобной бизнес-платформе Битрикс 24Возможность еженедельных выплат 
12553,12553,,Upriver,"Требуется начинающий программист для выполнения задач по поддержке сайтов, в случае вашего развития переход на должность младшего php-программиста или младшего фронтенд разработчика. Можно работать в офисе или удаленно ","Обязанности:  регулярное размещение новостей и документов на сайтах запуски рассылок (HTML верстка и рассылка по базе подписчиков)доработка и внесение косметических изменений на сайтахразвитие каталога товаров интернет магазина (создание товаров, внесение изменений в карточки товаров, мета-данных, актуализация прайс-листов) ",Частичная занятость,Нет опыта,30000.0,15000.0,Веб-разработчик,2020-10-13T16:54:45+0300,"Требования:  HTML5, CSS3, PHP;  Умение читать чужой код;  Навыки работы с современными CMS;  Опыт работы с сервисами email рассылок;  ",Полный день,"[{'name': 'CSS3'}, {'name': 'HTML'}, {'name': 'HTML5'}, {'name': 'jQuery'}, {'name': 'JavaScript'}]",Условия:  Неполный рабочий день  Работа удаленно по московскому времени. с 13 до 19 быть на связи  Задачи ставим через СlickUp 
6272,6272,,Когнитивный мир,,"Обязанности: ведение проектовпоиск и анализ информации, в том числе на анг языкеподготовка презентаций, статейкоммуникации с программистами, врачами, менеджерами ",Частичная занятость,Нет опыта,30000.0,20000.0,Ассистент руководителя,2020-10-15T17:52:29+0300,"Требования: знание проектной работызнание офисных программ, microsoft projectкоммуникабельностьнеполное высшее или высшее образование ",Гибкий график,"[{'name': 'Административная поддержка руководителя'}, {'name': 'Высокая скорость печати'}, {'name': 'Делопроизводство'}, {'name': 'Документооборот'}, {'name': 'microsoft project management'}, {'name': 'поиск и анализ информации'}, {'name': 'Навыки презентации'}, {'name': 'Системное мышление'}]",Условия: неполный рабочий деньгибкий график
6453,6453,,Дилект,"Компания &quot;Дилект&quot;- это быстрорастущая компания в сфере деревообработки. Мы производим и продаем изделия из массива дерева, такие как мебельный щит, столешницы, подоконники, элементы лестниц, стеновые панели. Мы работаем как по Москве, так и по России и странам СНГ. Если вы ищете спокойную тихую работу, то наша вакансия вам НЕ подойдет: в нашей ",,Полная занятость,От 1 года до 3 лет,30000.0,20000.0,Ассистент-помощник руководителя,2020-10-15T12:05:53+0300,,Удаленная работа,"[{'name': 'Управление командой'}, {'name': 'Навыки продаж'}, {'name': 'Организаторские навыки'}, {'name': 'Проведение презентаций'}, {'name': 'Деловая коммуникация'}, {'name': 'Обеспечение жизнедеятельности офиса'}, {'name': 'Организация встреч'}, {'name': 'Организация деловых поездок'}, {'name': 'Закупка товаров и услуг'}, {'name': 'Протоколирование'}, {'name': 'Исполнение личных поручений руководителя'}, {'name': 'исполнение поручений руководителя'}, {'name': 'B2C маркетинг'}, {'name': 'Internet Marketing'}, {'name': 'SMM'}, {'name': 'B2B Marketing'}]","Условия: работа предполагает управление большим потоком информации, нет, не так, ОЧЕНЬ БОЛЬШИМ!график работы свободный. Будут дни, когда работать можно из дома, будут, когда в офисе, будут командировки. У НАС НЕ БУДЕТ территориальной привязки в Москве, в течение дня могут быть встречи и в офисе в этот день вас не будет. В выходные работаем редко. Задачи могут поступать в любое время. На срочные нужно будет реагировать в моменте. Работа очень интересная и разная, для тех, кто хочет РЕАЛЬНО РАЗВИВАТЬСЯ, а не сидеть рядом с принтером, перебирая бумажки и улыбаться каждому подходящему к ресепшену. Вы научитесь применять на практике все современные технологии маркетинга, продаж и управления.Зарплата- 1 месяц испытательный срок (оклад 20000 руб.) Нам нужно понять подходим ли мы вам, а вы нам. Далее оклад 30 000 руб. Оформление после испытательного срока.   Если у Вас активная жизненная позиция- это будет вашим личным бонусом на собеседовании.   Для того, чтобы мы рассмотрели Ваше резюме вы должны иметь резюме с фотографией, начните сопроводительное письмо со слов «Эта работа точно для меня!» — так мы поймем, что вы внимательный человек."
7341,7341,,Клайматгард,,"Обязанности: Разработка прошивок IoT-устройствРазработка прошивок модульных датчиков собственного производства для IoT-устройств по ТТИнтеграция IoT-устройств с готовыми модульными решениями (датчики, интерфейсы, системы питания, системы индикации и т.д.)Интеграция с периферийными устройствами и контролерами умного домаИнтеграция с внешними системами (мобильное приложение, информационные системы на объектах внедрения)Отладка и сопровождение тестирования опытных прототипов IoT устройств в части ПО ",Частичная занятость,От 1 года до 3 лет,30000.0,20000.0,"Инженер-программист C/C++ (IoT, интеграции)",2020-10-06T23:46:35+0300,"Требования: Образование – высшее техническое в области радиотехники или радиоэлектроники (возможно, неполное)Опыт программирования на C/C++Опыт разработки прошивок для аналоговой и цифровой электроникиОпыт оптимизации кода для автономных электронных устройствОпыт разработки устройств на основе микроконтроллеров esp, stm, avrОпыт разработки в LunuxЗнание сетевых протоколов, интерфейсов UART, I2C, SPIУмение читать электрические схемыЗнание протоколов и интерфейсов BLE, ZigBee, LoRaWAN – желательноЗнание основ ООППонимание принципов SOLID - желательноУмение пользоваться Git – желательноЗнание английского языка на уровне чтения технической документацииКоммуникабельность, умение работать в команде ",Полный день,"[{'name': 'IoT'}, {'name': 'C/C++'}, {'name': 'AVR'}, {'name': 'Linux'}, {'name': 'STM'}, {'name': 'Git'}, {'name': 'Английский язык'}, {'name': 'ESP32'}, {'name': 'Работа в команде'}, {'name': 'Start-up project'}]","Условия: Работа в динамично развивающемся hardware-стартапеЗанятость 4 часа в день в удобное для Вас времяУчастие в полном цикле производства – от идеи до продажиИнтересные проекты, возможность профессионального развитияВозможность прохождения стажировок, получения ДПОСвобода творчества, открытость руководства компании предложениямВпоследствии – возможность релокации в Эстонию, Финляндию, США, возможные командировки (Китай, Европа)"
8728,8728,,ГУ-Московское РО Фонда социального страхования Российской Федерации,,"Обязанности: Сопровождение деятельности филиала;Обслуживание и профилактика вычислительной и копировально-множительной техники;Оснащение рабочих мест сотрудников, настройка ПО;Консультирование сотрудников по работе с прикладным ПО;Взаимодействие со службами техподдержки ФСС РФ ",Полная занятость,От 1 года до 3 лет,35000.0,20000.0,Главный специалист отдела информатизации,2020-09-25T16:06:17+0300,"Требования: Высшее образование в области IT-технологий;Знание электронной почты, EXCEL, WORD, Консультант Плюс;Умение администрирования баз данных сетей, веб-серверов, безопасности сети ",Полный день,[],Условия: Пятидневная рабочая неделя;Дополнительный отпуск за ненормированный рабочий день;Поликлиническое обслуживание
11786,11786,,Прибыльные приложения,"В связи с расширением команды и ростом компании ищем человека готового осуществлять техническую поддержку клиентам. Компания занимается интеграцией внешних “систем” с популярными CRM-системами. На текущий момент, мы лидер рынка по интеграции Instagram и WhatsApp с семью различными CRM-системами. Ищем человека, который будет придерживаться ценностей компании - относиться ко всем клиентами как к “единственному” и полностью брать на себя ответственность за свою деятельность.   ",,Полная занятость,От 1 года до 3 лет,35000.0,20000.0,Специалист отдела технической поддержки,2020-10-13T12:34:01+0300,"Требования к навыкам: Современный и уверенный пользователь Интернет;Отличные знания офисных программ - Word, Excel, Drive.Google;Уверенный пользователь соц. сетей (ВК, ФБ, Instagram) и мессенджеров (Whatsapp, Telegram, Viber);Понимание работы системы технической поддержки пользователей и зачем она нужна компаниям;Понимание, что такое CRM и какие функции выполняет;Вежливо общаться с клиентами, информировать клиента о каждом этапе решения его вопроса;Умение многократно перефразировать ответ и развернуто отвечать даже на самый простой вопрос клиента;Уметь искать информацию помимо внутренней документации компании;Уметь самостоятельно сформулировать ответ для клиента;Уметь задавать уточняющие вопросы по обращению клиента и получать необходимую информацию, для ускорения решения вопроса;Оставлять примечания о своей проделанной работе, чтобы в дальнейшем всей команде было понятно на каком этапе остановился процесс;Предлагать как минимум 3 варианта решения вопроса/запроса клиента,Желателен опыт работы в сфере HoReCa.   ",Удаленная работа,"[{'name': 'Обучение и развитие'}, {'name': 'Деловое общение'}, {'name': 'CRM'}, {'name': 'Информационные технологии'}, {'name': 'Клиентоориентированность'}, {'name': 'Helpdesk'}, {'name': 'входящие звонки'}, {'name': 'Работа с претензиями'}, {'name': 'Работа в команде'}]","Условия работы: Полностью удаленная работа из дома (или любого другого места где есть хороший интернет).Неделя обучения, идет в учет испытательного срока, если все требования выполняются;Заработная плата выплачивается только при полном прохождении испытательного месяца и выполнении требований;Один месяц испытательного срока. Заработная плата на это время - 10 т. руб.;Далее ЗП: 10 тыс. рублей оклад + 10 тыс. рублей за показатели KPI (выполнение требований) + процент от выполнения индивидуальных настроек для клиентов.Полностью оплачиваем затраты на связь для общения с клиентами;График работы: 8 часов в день, 5/2 плавающие выходные (уметь распланировать свой рабочий день/неделю);Обучение и тренинги по общению с клиентами за наш счет.   "
12076,12076,Москва,АceDigital,"Полная занятость, полный день Acedigital - рекламное агентство, специализирующееся на комплексе услуг по продвижению в интернете. Создаем и продвигаем сайты, ведем группы в соц сетях, правим репутацию по части отзывов, предлагаем эффективные и недорогие инструменты интернет-маркетинга. Более 7 лет мы помогаем клиентам построить результативный бизнес посредством сети Интернет, путем привлечения целевой аудитории, повышения её лояльности и укрепления бренда клиента. Мы делаем это при помощи инструментов комплексного интернет-маркетинга за счет комфортного взаимодействия с ведущей командой экспертов на рынке. Делаем то, что любим и умеем! В связи с расширением штата, мы ищем ассистента в один из отделов нашего рекламного агентства. ",Обязанности:  Помощь руководителю отдела  Ведение деловой переписки с клиентами  Общение с клиентами в социальных сетях  Отражение информации о клиентах в CRM системе  Ведение переговоров с партнерами  Поиск и структурирование информации  Работа с базами данных  Подготовка отчётов  ,Полная занятость,Нет опыта,35000.0,20000.0,Ассистент отдела маркетинга,2020-10-15T16:06:23+0300,Требования:  ,Полный день,"[{'name': 'Английский язык'}, {'name': 'Деловая переписка'}, {'name': 'Грамотность'}, {'name': 'Грамотная речь'}, {'name': 'Деловое общение'}, {'name': 'Ведение переписки'}, {'name': 'Социальные сети'}, {'name': 'Деловая коммуникация'}]","Условия:  Обучение в процессе работы  На испытательный срок оклад от 20 000₽ до 35 000₽, по результатам собеседования  Адекватное, молодое руководство  Испытательный срок - 3 месяца  Индексация оклада по итогам испытательного срока  Стабильная и интересная работа  График работы: с 10 до 19 "
