,Unnamed: 0,city,company_name,description,duty,employment,experience,max_salary,min_salary,name,published_date,requirements,schedule,skills,terms
9410,9410,,Академия YogaVedi,,"Обязанности: совершать звонки по теплой базе (без холодных звонков);обрабатывать заявки на поступления на курс;отвечать на вопросы клиентов, рассказывать подробности о курсах;вести коммуникацию по email и мессенджерам;выявлять потребности и совершать продажи. ",Полная занятость,Нет опыта,40000.0,15000.0,Менеджер по продажам,2020-10-15T15:10:04+0300,Требования: наличие собственного компьютера/ноутбука с современной операционной системой;высокоскоростной интернет;готовность обучаться и совершенствовать навыки продаж;отсутствие фоновых посторонних звуков во время общения с клиентом по телефону. ,Удаленная работа,"[{'name': 'Телефонные переговоры'}, {'name': 'Деловое общение'}, {'name': 'Активные продажи'}, {'name': 'Ведение переговоров'}, {'name': 'Обучение и развитие'}, {'name': 'Клиентоориентированность'}, {'name': 'Навыки презентации'}, {'name': 'Грамотная речь'}, {'name': 'Консультирование клиентов по телефону'}, {'name': 'телефонные продажи'}, {'name': 'Работа с возражениями'}, {'name': 'Оценка потребностей клиентов'}]",Условия: полностью удаленная работа;пятидневная рабочая неделя;обучение необходимой технике продаж;оплата состоит из оклада + KPI + прогрессирующий процент от продаж от 5% до 7%;возможность проходить курсы нашей Академии бесплатно.перспектива роста до руководителя отдела продаж и выше
14576,14576,,Лебедев Роман Игоревич,,"Обязанности: Внесение технических правок для оптимизации сайтов клиентов:создание и изменение страниц сайта, метатегов;размещение кодов счетчиков или других аналитических сервисов;изменение адресов страниц, создание ЧПУ;настройка редиректов;изменение оформления отдельных элементов страницы (сайта);формирование карты сайта;поиск и устранение неисправностей в работе сайта;поиск и устранение вредоносного кода (вирусов) на сайте, а также устранение уязвимостей;повышение скорости сайта ",Частичная занятость,От 1 года до 3 лет,40000.0,16000.0,Web-программист (SEO),2020-09-28T21:56:42+0300,"Требования: Знание основ HTML, CSS, работы протокола HTTP; Верстка сайтов по макетам.Базовые знания и опыт разработки на языке PHP;Знание LaravelЗнание и опыт работы с СУБД MySQL;Желание овладевать новыми технологиями и совершенствовать свои знания;Ответственный подход к задачам, исполнительность;Опыт работы, наличие собственных проектов будет дополнительным преимуществом. <br />",Гибкий график,"[{'name': 'CSS'}, {'name': 'HTML'}, {'name': 'MySQL'}, {'name': 'PHP'}, {'name': 'PHP5'}]","Условия: 1/2 ставки (80 часов). Переработка оплачивается отдельно (200р/час).80 часов это фиксированный оклад - если за месяц сделали менее 80 часов, выплачивается за 80.График работы - свободный, но задачи, должны выполняться в срок."
4610,4610,,Информаудитсервис,,Обязанности:  Разработка нового функционала на проектах внедрения 1С  Поддержка и решение локальных задач на проектах внедрения 1С  ,Стажировка,Нет опыта,40000.0,20000.0,Стажер-разработчик 1С,2020-10-13T12:47:26+0300,"Требования: Образование: высшее техническое (оконченное или в процессе получения)Внимательность, аккуратность, ответственностьПонимание принципов разработки в семействе программ 1СОтличное знание пакета программ MS Office ",Полный день,"[{'name': '1С: Бухгалтерия'}, {'name': '1С: Предприятие 8'}, {'name': 'Консультирование'}, {'name': '1С: Предприятие: Бухгалтерский Учет'}, {'name': 'ERP-системы на базе 1С'}, {'name': 'Обновление конфигурации 1С'}, {'name': '1С: Управление Торговлей'}]",
7076,7076,Москва,НИЦ,,"Обязанности: Решение текущих технических задач, в том числе участие в процессе ввода в эксплуатацию нового оборудования (серверного, сетевого).Монтаж\демонтаж серверов\сетевого оборудования в стойку. КоммутацияCборка серверов(установка дисков CPU ОЗУ RAID контроллеров)Установка ОС на сервера (Windows\UNIX)Настройка серверов (настройка сети, настройка IPMI,ILO,iDRAC собрать RAID софтовый\аппаратный)Ответы на тикеты\звонки клиентовВзаимодействие с отделом эксплуатации сети\ отделом продажКоординация работы инженеров ЦОДRemote hands – выполнение заявок клиента на подключение КВМ, перезагрузка, включение\выключения серверов, проверка индикации.Участие в процессе автоматизации и систематизации бизнес процесса – при наличии желания и знаний.Базовая диагностика серверного оборудования. <br />",Частичная занятость,От 1 года до 3 лет,40000.0,20000.0,Инженер дежурной службы,2020-10-09T15:41:17+0300,"Требования: Уверенное знание устройства ПК (умение собрать компьютер\сервер).Умение установить ОС на компьютер\сервер.Умение распределять свои задачи, эффективное управление рабочим временем.Желание и умение постоянно учиться и совершенствоваться, быть «в тренде» IT. Инициативность и активная жизненная позиция. Естественное желание решить поставленную задачу.Опыт работы в сфере IT от 1 года.Грамотная речь. Общая техническая грамотность.Будет плюсом: Опыт работы в хостинге. Опыт работы в ЦОД.Знание Linux.Представление о работе современных компьютерных сетей, сетевом оборудовании.Знание скриптовых языков PHP, bash. Знание любого языка программирования тоже будет плюсом.Наличие сопроводительного письма, либо рекомендаций.  ",Сменный график,[],"Условия: График выходные и ночные 12ти часовые смены. В период стажировки\обучения - днем. В среднем 1-2 смены в неделю. Возможно совмещение с другим местом работы.Оформление по ТК РФ. Полностью &quot;белая&quot; заработная плата.Молодой, дружный коллектив. Приветствие инициативы, предложений по развитию.Реальная возможность карьерного и профессионального роста. Возможность проявить себя, свой творческий потенциал.Взаимодействие с профессионалами IT-служб известных компаний.Адрес места работы: Марксистская\Площадь Ильича"
15167,15167,,Online-Школа Создания Видео,,,Полная занятость,От 1 года до 3 лет,40000.0,20000.0,SMM-Менеджер,2020-09-18T15:14:31+0300,,Удаленная работа,"[{'name': 'Тренинги'}, {'name': 'Senler'}, {'name': 'Product Promotion'}, {'name': 'Социальные сети'}, {'name': 'Наполнение контентом'}, {'name': 'Копирайтинг'}, {'name': 'SMM'}, {'name': 'Контроль качества'}]","Школа Создания Видео ищет SMM-Менеджера Мы обучаем видеомонтажу уже 6 лет. За это время сформировалась структура из 3х тренингов и клуба видеомонтажеров (ежемесячная подписка). Красивый и технологичный личный кабинет для учеников, система автовебинаров, вебинаров с контентом, воронки и прочее. В команде есть Project Manager, дизайнер, таргетологи, штаб техподдержки и штаб кураторов. Мы - большая школа (возможно самая большая) по видеомонтажу и удаленной профессии. В прошлом бесплатном марафоне мы собрали 30 000 участников.<br /><br />Мы ищем крутого SMM-Менеджера, чтобы повысить качество и количество нашего контента в социальных сетях.<br /><br />Если Вы готовы не просто &quot;работать на работе&quot;, но и внести свой вклад в создание обучающей системы. Если Вы хотите работать в команде, быть важной частью единого целого. И вместе с нами идти к цели создания &quot;Лучшей обучающей системы&quot;. Добро пожаловать!<br />Читайте условия вакансии и отправляйте свой отклик для дальнейшей работы. <br /><br />"
6730,6730,,Школа программирования Kodland (ООО Кодленд),Мы – ,,Полная занятость,Нет опыта,45000.0,20000.0,Специалист call-центра (удаленно),2020-10-05T10:09:35+0300,,Удаленная работа,"[{'name': 'Прием и распределение телефонных звонков'}, {'name': 'CRM'}, {'name': 'Грамотная речь'}]","Мы предлагаем отличные условия:<br />— полностью удалённая работа из дома в комфортных условиях; график 6/1 и 5/2, 8-9 часов в день; — возможность хорошо зарабатывать (со второго месяца 20 000 оклад+KPI до 35 000 рублей); скидки на все курсы нашей школы для детей сотрудников; — драйвовая команда единомышленников, которая двигает вперёд IT бизнес; оформление ГПХ договора с первого дня работы Если ты чувствуешь, что находишься в шаге от работы мечты - ты знаешь что делать  "
17051,17051,,Школа программирования Kodland (ООО Кодленд),Мы – ,,Полная занятость,Нет опыта,45000.0,20000.0,Специалист call-центра (удаленно),2020-10-13T10:54:46+0300,,Удаленная работа,"[{'name': 'Прием и распределение телефонных звонков'}, {'name': 'CRM'}, {'name': 'Грамотная речь'}]","Мы предлагаем отличные условия:<br />— полностью удалённая работа из дома в комфортных условиях; график 6/1 и 5/2, 8-9 часов в день; — возможность хорошо зарабатывать (со второго месяца 20 000 оклад+KPI до 35 000 рублей); скидки на все курсы нашей школы для детей сотрудников; — драйвовая команда единомышленников, которая двигает вперёд IT бизнес; оформление ГПХ договора с первого дня работы Если ты чувствуешь, что находишься в шаге от работы мечты - ты знаешь что делать  "
13114,13114,,ЦентрПроф,,,Полная занятость,Нет опыта,40000.0,22000.0,Специалист службы поддержки пользователей,2020-10-15T10:22:07+0300,,Удаленная работа,[],"Условия:</em> удаленная работа на дому, график 2/2 (дневные или ночные смены);дистанционное оплачиваемое обучение;официальное оформление;конкурентная заработная плата, возможность влиять на свой доход;отличная команда руководителей и наставников;возможность карьерного роста и развития."
784,784,Москва,Раш Эдженси,"Компания Rush Agency приглашает на работу &quot;Ассистента руководителя/ Cпециалиста по контролю качества&quot;. Если Вы - уверенный пользователь ПК и хотите работать удаленно по свободному графику, то мы вас ждем! ",Обязанности: <ol> <li> Оценка качества ведения документации сотрудниками на соответствие стандартам Компании (по инструкции)  Оценка объема выполненных работ на соответствие плану  Оценка качества и своевременности постановки задач на соответствие стандартам Компании (по инструкции)  Оценка качества коммуникации сотрудников компании с Клиентами (по инструкции) </li> </ol> ,Полная занятость,Нет опыта,40000.0,25000.0,Ассистент руководителя (специалист по контролю качества),2020-10-12T11:37:54+0300,"Требования: <ol> <li> Уверенный пользователь ПК и Интернет - Word, Excel, Google Docs, Gmail  Базовое понимание принципов работы сайтов в Интернете  Четкое следование инструкциям  Умение работать с таблицами, заносить данные  Умение вести отчетность  Обучаемость  Умение вести общение по телефону, skype, zoom (обязательно участие в планерках с руководителем)  Неконфликтность, усидчивость, исполнительность, терпимость к рутинной работе.  Техническое образование - не обязательно, но будет плюсом. </li> </ol> ",Гибкий график,"[{'name': 'MS PowerPoint'}, {'name': 'Деловое общение'}, {'name': 'Google Docs'}, {'name': 'Работа с большим объемом информации'}, {'name': 'Пользователь ПК'}, {'name': 'Skype'}, {'name': 'Организаторские навыки'}]",Условия: <ol> <li> Удаленная работа (необходим свой ПК и Интернет!)  Гибкий график (необходимо быть на связи в рабочие дни и часы хотя бы 2-3 часа)  Работа через систему учета рабочего времени  З/П: 25 - 40 т.р. ( оклад 25 т.р. + 10 т.р. премия за выработку часов + 15 т.р. квартальный бонус) </li> </ol>
1854,1854,Москва,Гравити Групп,,,Частичная занятость,От 1 года до 3 лет,40000.0,25000.0,Веб-аналитик,2020-10-09T14:34:54+0300,"анализ поведенческих метрик на сайте и проекте онлайн-тренировок;<br />* формирование гипотез по повышению конверсии и возврата клиентов, их внедрение и анализ;<br />* изучение отрасли онлайн-тренировок и спортивных студий, выявление best practice и новых идей;<br />* управление требованиями: выявление скрытых потребностей, расстановка приоритетов, преобразование требований в задачи, визуализация полученной информации в макеты и схемы, фиксирование и формализация бизнес-процессов;<br />* ",Удаленная работа,"[{'name': 'Разработка технических заданий'}, {'name': 'Работа в команде'}, {'name': 'Бизнес-анализ'}]",Условия: * 
4106,4106,Москва,Гравити Групп,,,Частичная занятость,От 1 года до 3 лет,40000.0,25000.0,Веб-аналитик,2020-10-02T14:35:05+0300,"анализ поведенческих метрик на сайте и проекте онлайн-тренировок;<br />* формирование гипотез по повышению конверсии и возврата клиентов, их внедрение и анализ;<br />* изучение отрасли онлайн-тренировок и спортивных студий, выявление best practice и новых идей;<br />* управление требованиями: выявление скрытых потребностей, расстановка приоритетов, преобразование требований в задачи, визуализация полученной информации в макеты и схемы, фиксирование и формализация бизнес-процессов;<br />* ",Удаленная работа,"[{'name': 'Разработка технических заданий'}, {'name': 'Работа в команде'}, {'name': 'Бизнес-анализ'}]",Условия: * 
2276,2276,,Skyeng,"Skyeng — крупнейшая EdTech компания в Рунете с оценкой в $100 млн. Входит в топ-20 ИТ-компаний России по версии Forbes. Растём в 3 раза каждый год. Провели больше 5 млн уроков на собственной платформе. Ищем в команду международного отдела менеджера call-центра, жаждущего общения с испанцами. Чем предстоит заниматься: вести испанского клиента к его мечте - знанию английского языка;продавать курсы английского языка через выявление целей и потребностей клиентов;получать обратную связь от клиентов, прошедших вводный урок (исходящие звонки, работа в What&#39;s App);работать с сомнениями и возражениями клиента, искать нужное решение для каждого конкретного клиента;сопровождать клиента после покупки (решать вопросы, возникающие в процессе обучения);заполнять ежедневные отчеты. Мы ждём от тебя: владение испанским языком на уровне не ниже C1;владение русским языком на уровне носителя (не ниже С2);грамотность, вежливость, умение слушать, умение презентовать и аргументировать;позитивный настрой;опыт работы в продажах (или опыт работы в call-центре) будет преимуществом;опыт работы в CRM-системах будет преимуществом. Мы предлагаем: полную занятость;удобный график;достойную оплату труда (оклад + бонус);интересный и нестандартный проект;супер команду воодушевленных людей;карьерный рост и развитие. Skyeng растет в 3 раза каждый год;возможность работать из любой точки мира;оплачиваемый отпуск 28 дней;скидку 50% на уроки английского.",,Полная занятость,От 1 года до 3 лет,45000.0,25000.0,Менеджер продаж в call-центр (со знанием испанского),2020-10-15T11:36:21+0300,,Удаленная работа,"[{'name': 'Активные продажи'}, {'name': 'B2B Продажи'}, {'name': 'B2C продажи'}, {'name': 'Испанский язык'}, {'name': 'исходящие звонки'}, {'name': 'Клиентоориентированность'}, {'name': 'Оценка потребностей клиентов'}, {'name': 'телефонные продажи'}, {'name': 'Сопровождение клиентов'}, {'name': 'теплые продажи'}]",
2898,2898,Москва,BelkaCar,Компания BelkaCar предоставляет услуги по поминутной и посуточной аренде автомобилей в Москве. Мы продолжаем расширять службу поддержки пользователей и снова открываем вакансию оператора на прием входящих звонков. ,"Обязанности: прием входящих звонков от пользователейконсультирование по условиям предоставления сервиса, решение проблем в аренде автомобиляприем обращений и передача информации в профильные отделы ",Полная занятость,От 1 года до 3 лет,40000.0,25500.0,Специалист службы поддержки пользователей,2020-09-28T08:10:57+0300,"Требования: опытный пользователь ПКграмотная устная и письменная речьдоброжелательность и клиентоориентированностьжелание развиваться в сфере обслуживания клиентовналичие компьютера, головной гарнитуры, стабильного интернетаопыт работы в колл-центрах от 1 года ",Удаленная работа,"[{'name': 'Грамотная речь'}, {'name': 'Пользователь ПК'}, {'name': 'Грамотность'}, {'name': 'Ведение переговоров'}, {'name': 'Деловое общение'}, {'name': 'Работа в команде'}, {'name': 'Телефонные переговоры'}, {'name': 'Ориентация на результат'}, {'name': 'Работа с большим объемом информации'}, {'name': 'Internet'}]","Обязанности: прием входящих звонков от пользователейконсультирование по условиям предоставления сервиса, решение проблем в аренде автомобиляприем обращений и передача информации в профильные отделы "
234,234,Москва,Сеон,"Компания, ищет грамотного, целеустремленного менеджера по работе с клиентами.   ",Обязанности: Обработка входящих заявок от клиентовКонсультирование клиентов по услугамПодготовка коммерческих предложений.Отчетность   ,Полная занятость,От 1 года до 3 лет,40000.0,30000.0,Менеджер по работе с клиентами,2020-09-17T16:38:37+0300,Наши требования к кандидату: Образование: не ниже среднегоОпыт работы с ПК ,Полный день,[],Условия: Оклад + KPIОформление по ТК РФГрафик 5/2 c 10-19.
629,629,,Клин Групп,"В компанию mactailor.ru требуется удаленный сотрудник. Предлагаем стабильную удаленную работу, сколько вы будете получать в месяц будет зависеть от кол-ва выполненной работы. Расчет либо почасовой, либо сдельный по ТЗ.<br />График работы свободный с условием соблюдения сроков в ТЗ. Обязанности:<br />- ежедневное оформление новых статей и новостей на сайте<br />- ежедневный подбор фотографий<br />- ежедневная работа на битрикс и вордпресс. Умение работать на битрикс обязательно!<br />- ежедневное общение с программистами и seo специалистами по поводу корректировки и изменений контента на сайте<br />- подготовка фото по шаблону и загрузка социальных постов в автопостинг Требование:<br />- Организованность<br />- Внимательность<br />- Опыт работы на битрикс и водпресс  ","В компанию mactailor.ru требуется удаленный сотрудник. Предлагаем стабильную удаленную работу, сколько вы будете получать в месяц будет зависеть от кол-ва выполненной работы. Расчет либо почасовой, либо сдельный по ТЗ.<br />График работы свободный с условием соблюдения сроков в ТЗ. Обязанности:<br />- ежедневное оформление новых статей и новостей на сайте<br />- ежедневный подбор фотографий<br />- ежедневная работа на битрикс и вордпресс. Умение работать на битрикс обязательно!<br />- ежедневное общение с программистами и seo специалистами по поводу корректировки и изменений контента на сайте<br />- подготовка фото по шаблону и загрузка социальных постов в автопостинг Требование:<br />- Организованность<br />- Внимательность<br />- Опыт работы на битрикс и водпресс  ",Частичная занятость,От 1 года до 3 лет,40000.0,30000.0,Контент-менеджер,2020-10-08T15:35:19+0300,,Удаленная работа,"[{'name': 'Adobe Photoshop'}, {'name': 'CMS Wordpress'}, {'name': 'Adobe Lightroom'}, {'name': 'Фотография'}, {'name': '1С-Битрикс'}, {'name': 'HTML'}, {'name': 'CorelDRAW'}, {'name': 'Пользователь ПК'}, {'name': 'Internet'}, {'name': 'SEO'}, {'name': 'Обработка изображений'}, {'name': 'Социальные сети'}, {'name': 'Google Docs'}]",
2106,2106,Москва,Beauty Force,,"Обязанности: Организация работы магазина с нуля,Прием заказов,Обработка заказов и рассылка,Передача информации по заказам складу, контроль за датой поставки, подготовка документов к отгрузке.Расширение ассортимента, ввод новинок, улучшение описания товара, добавление фото в интернет-магазине.Работа с н/с по матрице с поставщиками, предварительные заказы, бронирование товара,Качественная работа с остатками по договорам реализации, еженедельный контроль и корректировка остатков согласно необходимой оборачиваемости,Еженедельный контроль за продажами,Планирование маркетинговых активностей. <ol> <li>Взаимодействие с поставщиками по заказам, ассортименту и общим вопросам.Ежемесячное ведение общего отчета по отгрузкам клиентов и отчет по товарообороту и прибыли.Подписание актов-сверок совместно с бухгалтером.Работа с дебиторской задолженностью, отслеживание платежей от клиентов. Составление графика оплат.</li> </ol> ",Полная занятость,От 3 до 6 лет,40000.0,30000.0,Менеджер интернет-магазина,2020-09-16T13:09:28+0300,"Требования: Наличие опыта работы в сфере продаж или закупок косметики,парфюмерии или бытовой химии.Нам нужен активный сотрудник с грамотной речью, умением налаживать хорошие контакты с клиентами и поставщиками.Знание 1С, ExcelСтрессоустойчивостьУмение работать на результат ",Полный день,"[{'name': 'Грамотная речь'}, {'name': 'Ведение переговоров'}, {'name': 'Деловая переписка'}, {'name': 'Ориентация на результат'}, {'name': 'Управление продажами'}, {'name': 'Заключение договоров'}, {'name': 'Развитие продаж'}, {'name': 'Деловая коммуникация'}, {'name': 'MS Excel'}, {'name': '1С: Предприятие 8'}, {'name': 'Планирование продаж'}]","Условия: Заработная плата на испытательный срок, со своей стороны гарантируем достойную зарплату (оклад +бонусы),Рабочий день с 09:00 до 18.00,Отпуск 28 календарных дней,Работа с известными косметическими брендами (США, Корея), около 55 брендов,Возможность покупки продукции компании со хорошими скидками,Испытательный срок 3 месяца,Возможность карьерного роста,офис м.Тульская склад м.Верхние Котлы"
