,Unnamed: 0,city,company_name,description,duty,employment,experience,max_salary,min_salary,name,published_date,requirements,schedule,skills,terms
1852,1852,,БиТуБи Сервисы и Проекты,,"Обязанности:  Общаться с клиентами (Skype, Zoom, WhatsAPP, Telegram);  Проводить аудит бизнес-процессов компании заказчика для анализа показателей работы отдела продаж;  Сбор, анализ и документирование бизнес-задач/требований;  Описывать бизнес-процессы клиента в формате mindmap, таблиц, блок-схем, (обучаем);  Настраивать CRM - систему под специфику бизнеса клиента;  Интегрировать CRM - систему с виджетами и другими учетными системами (виртуальная ATC, Roistat, Мой склад, 1С и тд.);  Разрабатывать проектную документацию;  Составлять технические задания для разработчиков по кастомным доработкам, контролировать выполнение, тестировать доработки;  Обучать руководителей и сотрудников компании заказчика по работе в настроенных системах.  ",Полная занятость,От 1 года до 3 лет,70000.0,20000.0,Бизнес-аналитик/Аналитик бизнес-процессов,2020-09-24T10:34:33+0300,"Требования: — Опыт работы в качестве аналитика от 6 месяцев; — Опыт написания технической документации (тех.задание, функциональные требования (как преимущество); — Знание amoCRM (как преимущество); — Опыт проведения исследований бизнес-процессов (как преимущество); — Навыки управления проектами и расчета экономики проектов; — Системное мышление, способность и желание разбираться в деталях; — Отлично владеть компьютером, сервисами в интернете: Google Docs, Skype, Zoom почта; — Обладать навыками переговоров с клиентом: уметь управлять диалогом с клиентом, вести диалог по заранее продуманному сценарию; уметь обосновать свою позицию и не идти на поводу у клиента (что имеем в виду: иногда клиенты сами предлагают решение своей задачи, но оно не всегда может быть правильным, поэтому каждое решение мы согласовываем с клиентом, взвесив все За и Против и только после этого применяем); — Обладать грамотностью (общения в чатах и по почте с клиентами будет много, поэтому без этого никуда); — Уметь формулировать мысли, идеи, вопросы в текстовом, понятном для всех, формате; — Брать на себя ответственность за Клиентов и порученные проекты; — Не бояться обращаться за помощью к коллегам и руководителям, в случае необходимости. Не бояться задавать вопросы. ",Удаленная работа,"[{'name': 'CRM'}, {'name': 'Деловая коммуникация'}, {'name': 'Навыки презентации'}, {'name': 'Ведение переговоров'}, {'name': 'Ведение переписки'}, {'name': 'Деловая переписка'}, {'name': 'Грамотная речь'}, {'name': 'Ориентация на результат'}, {'name': 'Анализ бизнес показателей'}, {'name': 'Работа в команде'}, {'name': 'Обучение персонала'}, {'name': 'Управление проектами'}, {'name': 'Моделирование бизнес процессов'}]","Условия: — Удаленная работа в крупной и быстро развивающейся компании; мы работаем с клиентами по всей России;<br />— Заработная плата на период испытательного срока зависит от результатов собеседования; — График работы: 5/2, с 9.00 до 18.00 по московскому времени — Испытательный срок: 1-2 месяца; — Работа с интересными проектами; — Официальное трудоустройство; — Дальнейший уровень заработной платы зависит от способностей кандидата, скорости и качества его обучения.  "
12614,12614,Москва,Инмара,,Обязанности: Наполнение сайта товараминаписание статейseo - оптимизациядобавление на сайт новостейизменения цен товараобновления фотографий товараи другая подобная работа. ,Полная занятость,От 1 года до 3 лет,70000.0,25000.0,Помощник SEO-оптимизатора,2020-10-15T14:28:54+0300,,Полный день,"[{'name': 'SMO'}, {'name': 'Копирайтинг'}, {'name': 'Лидогенерация'}, {'name': 'Составление семантического ядра'}, {'name': 'Управление бюджетом'}, {'name': 'SEO оптимизация'}, {'name': 'Формирование технического задания для разработки'}, {'name': 'Аудит поисковой видимости сайта'}, {'name': 'внешний аудит сайта'}, {'name': 'Внешняя оптимизация сайта'}, {'name': 'внутренний аудит сайта'}, {'name': 'Информационные сайты'}, {'name': 'Навигационные сайты'}, {'name': 'Поисковая оптимизация мобильной версии сайта'}, {'name': 'Работа с SEO провайдерами'}, {'name': 'работа с биржами'}, {'name': 'Работа с доменами'}, {'name': 'Российские поисковые системы'}, {'name': 'Создание систем перелинковок'}, {'name': 'Транзакционные сайты'}, {'name': 'SEO'}, {'name': 'Adobe Photoshop'}, {'name': 'Google AdWords'}, {'name': 'HTML'}, {'name': 'Контекстная реклама'}, {'name': 'CMS Wordpress'}, {'name': 'Joomla CMS'}, {'name': 'Интернет-реклама'}, {'name': 'Продвижение сайтов'}, {'name': 'CSS'}]",
3316,3316,Москва,ArrowMedia,Агентство контекстной рекламы ,"В обязанности будет входить: Ведение контекстной рекламы в системах Яндекс.Директ, Google.Adwords, таргетированной рекламы, programmatic (самостоятельно + постановка задач отделам);Анализ данных по рекламе и сайту с помощью Google.Analytics, Яндекс Метрика, формирование и внедрение рекомендаций по повышению эффективности;Развитие бюджетов текущих клиентов за счет достижения целей клиента и повышения лояльности клиента. ",Полная занятость,Нет опыта,70000.0,30000.0,Младший специалист по контекстной рекламе,2020-10-15T17:55:44+0300,"Минимальные требования: Законченное высшее образование: техническое, экономическое, либо в области маркетинга/рекламы;Наличие представления о контекстной рекламе (что это, как работает и т.д.);Знание MS Office (Excel - обязательно, Power Point, Word, Outlook - желательно);Развитые аналитические способности, грамотность, внимательность;Интерес к цифрам и статистике;Желание развиваться финансово и профессионально, живой интерес к контекстной рекламе.   ",Полный день,[],
4450,4450,,Центр современной косметологии,,,Полная занятость,От 1 года до 3 лет,70000.0,30000.0,Менеджер по продажам на входящих заявках (удалённо),2020-10-12T19:38:51+0300,,Удаленная работа,"[{'name': 'CRM'}, {'name': 'Холодные продажи'}, {'name': 'Активные продажи'}, {'name': 'Обучение персонала'}, {'name': 'Дистанционное обучение'}, {'name': 'телефонные продажи'}, {'name': 'Ведение переговоров'}, {'name': 'Дистанционные продажи'}, {'name': 'Удалённые продажи'}, {'name': 'Заключение договоров'}, {'name': 'Навыки презентации'}, {'name': 'Управление продажами'}, {'name': 'Поиск и привлечение клиентов'}, {'name': 'Прямые продажи'}]",
4693,4693,,Secrets,"РАССМАТРИВАЕМ ИСКЛЮЧИТЕЛЬНО ЛЮДЕЙ С ОПЫТОМ ПРОДАЖ !!!<br />ГОТОВЫХ К ВОЗРАЖЕНИЯМ, УМЕЮЩИХ ПРОДАВАТЬ И ОГРОМНЫМ ЖЕЛАНИЕМ ЗАРАБАТЫВАТЬ!   ","Обязанности: Исходящие звонки по базе «теплых» клиентов (от 140 звонков в день, включая недозвоны)Продажа крутых тренингов в онлайн-формате, которые спасут личную жизнь!Работа в CRM-системе;Предоставление отчетности руководству. ",Полная занятость,От 1 года до 3 лет,70000.0,30000.0,Менеджер по продажам,2020-10-01T18:08:03+0300,Требования: У тебя есть компьютер (ноутбук) и высокоскоростной интернет + гарнитура;Любишь сексуальную тематику;Знаешь техники продаж;Готова быстро изучить продукт и начать действовать! ,Удаленная работа,"[{'name': 'Активные продажи'}, {'name': 'Грамотная речь'}, {'name': 'Работа в команде'}, {'name': 'Навыки продаж'}, {'name': 'Деловое общение'}, {'name': 'CRM'}, {'name': 'Психология Личности'}, {'name': 'Общая психология'}, {'name': 'Консультативные продажи'}, {'name': 'исходящие звонки'}, {'name': 'работа с физическими лицами'}, {'name': 'Пользователь ПК'}, {'name': 'Консультирование клиентов по телефону'}, {'name': 'Психология'}, {'name': 'Ведение переговоров'}]","Условия: График работы можешь выбрать сама, доступны: 5/2 с 10:00 до 18:00 / с 11 до 19:00 / с 12:00 до 20:00 (при желании можешь брать дополнительные смены по выходным!)Запись до 5 заявок за смену: ставка 350руб в день + 150руб за каждую заявку;<br />Запись от 6 до 9 заявок за смену: ставка 1000руб в день + 150руб за каждую заявку;<br />Запись от 10 заявок за смену: 1500 руб в день + 150руб за каждую запись;При выполнении плана по оплаченным заявкам за неделю: плюс 2000р в неделю. План по оплаченным заявкам на неделю 80000 рублей.Уровень вознаграждения зависит только от тебя, потолка нет!"
7751,7751,Москва,Языковой центр Евразия,"Центру иностранных языков требуется интернет-маркетолог для выполнения комплекса работ, описанного ниже. Внимание! Нам требуется сотрудник в единственном лице, владеющий навыками и способный самостоятельно выполнять данные работы: ","Обязанности: контроль работы сео оптимизатора: SEO внутренняя и внешняя оптимизация, продвижение в яндекс и гугл - в обеих системах, анализ результативности. Нужны навыки сео оптимизации, знания в этой сфере, владение инструментами.Контроль работы директолога. Навыки самостоятельной настройки рекламных кампаний (контекстная, тизерная и т.д.)контроль работы менеджера: SMM ( Instagram, FB, Vk)развитие, привлечение подписчиков, анализ результативностиРабота по улучшению usability сайта, наполнение сайта, обновление информации. Анализ и постановка задач программисту.Почтовые, sms рассылкиПубликации в вебресурсах, ведение аккаунтов школы на площадках агрегаторах: поддержание информации в актуальном состоянии, обновление, подбор новых площадок, контроль эффективности размещенияпубликация текстов яндекс знатоки, яндекс кью и так далее. Написание сео текстов, продающих для сайта<br />- размещение инфо на тематических площадкаханализ конкурентовпоиск партнеров, проведение совместных акций, мероприятий ",Частичная занятость,От 3 до 6 лет,70000.0,30000.0,Интернет-маркетолог центра иностранных языков,2020-10-15T14:15:09+0300,Требования: ,Удаленная работа,[],Условия: Удаленная работа с частичной занятостью на первое время и далее по результативности работы.Оплата по договоренности в зависимости от ваших навыков по описанным выше Задачам.
15153,15153,,Юникрафт,,,Полная занятость,От 1 года до 3 лет,70000.0,30000.0,Менеджер по продажам,2020-10-15T19:06:39+0300,,Удаленная работа,"[{'name': 'Холодные продажи'}, {'name': 'Активные продажи'}, {'name': 'Развитие продаж'}, {'name': 'CRM'}, {'name': 'Управление продажами'}]","Наши условия:  Заработная плата от 30 000 рублей на руки  Молодой и амбициозный коллектив профессионалов  Быстрорастущая компания на перспективном EdTech рынке  Современный, востребованный и социально значимый продукт  Карьерный рост с расширением компании  Работа на звонках: квалификация входящих звонков и заявок, обзвон по базе с максимально целевой аудиторией и холодный обзвон (всё в CRM), с дальнейшим ростом до руководителя группы или на менеджера по входящим звонкам (зарплата 100 - 200 т.р.)  Полностью удаленный формат работы, вы можете работать из любой точки мира  Профессиональные инструменты и сервисы для удаленной работы  Полноценное обучение продукту и техникам продаж в первые дни работы, персональный коучинг от опытного наставника  График работы с 10 до 19. График гибкий, главное - результат!  "
16456,16456,Москва,Datafolks,"В связи с ростом компании ищем в команду еще одного профессионала, коллегу, дизайнера интерфейсов! Уровень заработной платы будет зависеть от Вашей производительности и навыков. Удаленная работа. Есть интересные проекты (в том числе и от крупных компаний, и от зарубежных заказчиков), на которых можно проявить себя. Открыты для новых идей, с удовольствием поспособствуем созданию и совместных проектов в будущем, для этого есть все условия.<br /><br />Просьба соискателям прикреплять к анкете ссылку на свое портфолио в behance.net ","Обязанности: Разработка дизайна веб-сайтов, веб-приложений и веб-сервисовРазработка дизайна мобильных приложений ",Полная занятость,От 3 до 6 лет,70000.0,30000.0,UI/UX дизайнер,2020-10-13T16:34:33+0300,"Требования: Опыт работы веб-дизайнером, дизайнером интерфейсов от 3-х летВеликолепное портфолиоЭкспертное владение Photoshop и IllustratorУмение создавать макеты и интерактивные прототипы в FigmaРазговорный английский (достаточно, чтобы Вы могли доносить мысли, идеального уровня не требуем)Способность работать быстро и качественноПонимание принципов проектированияУмение работать со шрифтамиВнимательность к деталямБыть в курсе современных тенденций дизайнаПонимание того, как устроен фронтендУмение работать как независимо, так и в командеУмение общаться с разработчиками о верстке на одном языкеИмеете опыт работы как с растровой, так и с векторной графикой ",Удаленная работа,"[{'name': 'UI'}, {'name': 'UX'}, {'name': 'Adobe Photoshop'}, {'name': 'Adobe Illustrator'}, {'name': 'Web-дизайн'}, {'name': 'Прототипирование'}, {'name': 'CorelDRAW'}, {'name': 'Дизайн'}]","В связи с ростом компании ищем в команду еще одного профессионала, коллегу, дизайнера интерфейсов! Уровень заработной платы будет зависеть от Вашей производительности и навыков. Удаленная работа. Есть интересные проекты (в том числе и от крупных компаний, и от зарубежных заказчиков), на которых можно проявить себя. Открыты для новых идей, с удовольствием поспособствуем созданию и совместных проектов в будущем, для этого есть все условия.<br /><br />Просьба соискателям прикреплять к анкете ссылку на свое портфолио в behance.net "
11448,11448,Москва,Билайн ШПД,"Мы являемся частью международной группы компаний и представляем один из самых ярких и сильных брендов в России. Мы гордимся тем, что уже сегодня разрабатываем и реализуем технологии, аналогов которым нет в мире. А ещё Билайн - это не просто компания, это - команда, объединённая общими ценностями и общей целью - быть лидером телеком и digital-рынков, предоставляя нашим клиентам новейшие продукты и услуги, а также сервис самого высокого уровня. Билайн признан работодателем №1 в телеком-отрасли России. И сейчас у тебя есть возможность присоединиться к лучшей команде в качестве специалиста отдела телепродаж. ",,Полная занятость,Нет опыта,75000.0,30000.0,Специалист отдела телепродаж,2020-10-14T18:08:43+0300,,Сменный график,[],
6835,6835,Москва,ПРОФИТ,,"Обязанности: · закупка компьютерного, серверного и сетевого оборудования, пасивного оборудования; · анализ рынка, выявление конкурентных преимуществ; · создание и укрепление прочных деловых связей с поставщиками и вендорами; · получение наиболее выгодных условий и низких цен; · знания и практические навыки в работе с проектами; · размещение и контроль резервов на складах поставщиков; · работа в 1С - заведение и систематизация номенклатуры и поступлений. ",Полная занятость,От 1 года до 3 лет,70000.0,35000.0,Менеджер по закупкам,2020-10-15T09:26:33+0300,"Требования: · опыт работы в закупках ИТ-оборудования от 2 лет; · опыт ведения договорной работы; · опыт ведения деловых переговоров · знание основ деловой переписки; · умение находить концептуальные решения в нестандартной ситуации; · знание дистрибьюторов и вендоров рынка IT; · желание и готовность разбираться в направлениях, не являющихся профильными; · знание 1С:Предприятие 8.3 · умение находить общий язык с поставщиками, умение отстаивать свою позицию; · многозадачность, умение правильно расставлять приоритеты. ",Полный день,"[{'name': 'Ведение переговоров'}, {'name': 'Деловая переписка'}, {'name': '1С: Предприятие 8'}, {'name': 'Закупки'}, {'name': 'Работа с поставщиками'}]","Условия: · молодой, профессиональный, дружный коллектив; · бесплатное обучение; · бесплатная сертификация по продуктам; · перспективы роста; · оформление по ТК; · бесплатная парковка на территории; · график работы - 5/2, 8 часовой."
