,Unnamed: 0,city,company_name,description,duty,employment,experience,max_salary,min_salary,name,published_date,requirements,schedule,skills,terms
10088,10088,,Мэйинраша,,"Обязанности: Работа с HTML5, CSS3 Самостоятельная верстка сайта объемом интернет-магазина для десктопа и мобильных устройствВерстка адаптивная, кроссбраузерная - IE9, Chrome, SafariПодключение библиотек (слайдеры, модалки), а также parallax, scroll animation, mouse animation. ",Частичная занятость,От 1 года до 3 лет,60000.0,20000.0,Frontend-разработчик,2020-10-07T14:07:45+0300,"Требования: Уверенное знание HTML5, CSS3 Самостоятельная верстка сайта объемом интернет-магазина для десктопа и мобильных устройствУметь верстать под мобильные устройства без макетов.Уметь оптимизировать сайт для скорости его работы, проверять сайт через googlespeedsite Оптимизировать картинки например через сервис TinyPNG.  Знание JavaScript.  Уверенное знание HTML, CSS3  Уверенная работа с Figma  ",Удаленная работа,"[{'name': 'CSS3'}, {'name': 'HTML5'}, {'name': 'HTML'}, {'name': 'Adobe Photoshop'}, {'name': 'Кроссбраузерная верстка'}, {'name': 'figma'}]",Условия: Дистанционная работаХорошая ЗП
8057,8057,,Мобилон Телекоммуникации,,,Полная занятость,От 1 года до 3 лет,69990.0,24000.0,Удаленный менеджер по работе с клиентами,2020-10-05T09:41:37+0300,Требования к соискателю: Высшее образованиеОпыт работы в B2BБазовые знания по продажамЖелание развиваться и двигаться по карьерной лестницеОтсутствие боязни телефонных разговоровОпыт работы в CRM ,Удаленная работа,"[{'name': 'Сопровождение клиентов'}, {'name': 'CRM'}, {'name': 'Холодные продажи'}, {'name': 'Продажа страховых продуктов'}, {'name': 'B2B Продажи'}, {'name': 'Деловая коммуникация'}, {'name': 'Телефонные переговоры'}, {'name': 'Умение работать в команде'}, {'name': 'Техники продаж'}, {'name': 'Ориентация на результат'}, {'name': 'Грамотная речь'}, {'name': 'Оценка потребностей клиентов'}, {'name': 'Клиентоориентированность'}]",Условия для достижения результата: Обучение по продуктам компанииКоманда специалистовНастроенный поток теплых клиентовЧеткий бизнес процесс 
16551,16551,,MOLGA Consulting (МОЛГА Консалтинг),"Компания MOLGA Consulting вновь открывает набор на стажерскую программу Учебного центра &quot;MOLGA Академии&quot;. <br />Мы ищем людей с проактивной позицией и аналитическим складом ума, которые хотят идти в ногу с современными технологиями и мечтают стать отличными специалистами. Мы предлагаем Вам уникальную возможность присоединиться к команде высококлассных консультантов, работать вместе с ними и набираться опыта. ",,Полная занятость,Нет опыта,60000.0,25000.0,Стажер разработчик SAP ABAP,2020-10-08T13:10:13+0300,"Требования: Высшее техническое образованиеОбязательное знание основ ООПЖелателен опыт работы с SQLЗнание английского языка на уровне чтения технической литературы.Аналитический склад ума, ответственность, желание расти и развиваться в компании молодых и активных людей. ",Полный день,[],"Условия: Обучение длится 3 месяца, возможно проходить как оффлайн, так и он-лайн. На время обучения выплачивается стипендия.После успешного прохождения обучения у вас будет гарантированное трудоустройство по постоянному трудовому договору.Работа в одной из ведущих SAP практик России.Прозрачная система мотивации:оклад + премии.ДМС (включая стоматологию).Оплата мобильной связи и домашнего интернета.Обучение и сертификация за счет компании. После прохождения обучения совокупный доход от 50000-60000р. "
1489,1489,,Медицина,"Мы — первая в России система автоматизации маркетинга для медицины и стоматологии. Наша цель — сделать медицинский и стоматологический бизнес лучше, для этого мы помогаем строить полезный маркетинг вместо заваливания спамом и скидками. ",,Полная занятость,От 1 года до 3 лет,60000.0,30000.0,Куратор внедрения и сопровождения ПО,2020-10-13T13:44:18+0300,"Требования Логическое мышление: построение запросов через интерфейс, работа со сложным ПО;Опыт поддержки, внедрения корпоративных информационных систем;Продвинутый пользователь ОС Windows;Опыт деловых переписок;Грамотная речь, здравый смысл, самоорганизованность, любовь к людям;Умение взаимодействовать и договариваться с людьми;Ориентированность на результат и помощь клиенту. ",Удаленная работа,"[{'name': 'Информационные технологии'}, {'name': 'Администрирование'}, {'name': 'Cистемы управления базами данных'}, {'name': 'Системное мышление'}, {'name': 'Техническая поддержка'}, {'name': 'Системный подход'}, {'name': 'Windows Os'}, {'name': 'Управление проектами'}, {'name': 'Настройка ПО'}]","Условия и бонусы Неформальный коллектив. Средний возраст - 29 лет.Работа удаленная, ваш регион не важен, можете работать там, где удобно. При условии максимальной ответственности.Рабочий 8 - часовой день, график обговаривается."
5616,5616,,Диджитал Пайн,"В партнёрскую программу Coin32.com требуется хороший человек - и при этом специалист по найму классных IT кадров, энтузиастов своего дела. Cпециализируемся на дистрибуции софта в странах СНГ и создании массовых онлайн-сервисов, занимаем на этом рынке лидирующие позиции. Это вакансия для HR-менеджера С ОПЫТОМ, оклад определяется вашими начальными навыками. Предпочтение отдаём частичной занятости. Аутсорс (с вовлеченностью в наши дела) тоже рассматриваем.  Мы не понаслышке знаем, что поиск IT-специалистов - это нелегко, корпорации хантят многих ещё со школы. Но у нас крутая команда, современный стек разработки, здоровые амбиции и достойные условия — и мы хотим это донести до кандидатов. Наиболее значимые пункты перечислены в заключительной части вакансии. ",,Частичная занятость,От 1 года до 3 лет,60000.0,30000.0,Рекрутер / HR-менеджер в IT компанию (удалённо),2020-10-12T20:58:58+0300,,Удаленная работа,"[{'name': 'HR Business Strategy'}, {'name': 'Рекрутмент'}, {'name': 'IT Recruitment'}, {'name': 'Recruitment'}]","В партнёрскую программу Coin32.com требуется хороший человек - и при этом специалист по найму классных IT кадров, энтузиастов своего дела. Cпециализируемся на дистрибуции софта в странах СНГ и создании массовых онлайн-сервисов, занимаем на этом рынке лидирующие позиции. Это вакансия для HR-менеджера С ОПЫТОМ, оклад определяется вашими начальными навыками. Предпочтение отдаём частичной занятости. Аутсорс (с вовлеченностью в наши дела) тоже рассматриваем.  Мы не понаслышке знаем, что поиск IT-специалистов - это нелегко, корпорации хантят многих ещё со школы. Но у нас крутая команда, современный стек разработки, здоровые амбиции и достойные условия — и мы хотим это донести до кандидатов. Наиболее значимые пункты перечислены в заключительной части вакансии. "
8488,8488,Москва,Resnica YU,"Наш главный принцип - работа должна быть чуть больше, чем просто работа. ",,Полная занятость,Нет опыта,60000.0,30000.0,Оператор call-центра,2020-09-22T18:26:23+0300,,Полный день,"[{'name': 'Консультирование клиентов по телефону'}, {'name': 'Работа с претензиями'}, {'name': 'входящие звонки'}, {'name': 'работа с физическими лицами'}, {'name': 'исходящие звонки'}]",
8609,8609,Москва,Бростюк Илья Владимирович,,"Обязанности: разработка маркетинговой стратегиианализ конкурентовработа с контекстной рекламой Яндекс.Директ, Google.Adwords.SMMадминистрирование сайтов, &quot;посадок&quot;аналитикаотчетность ",Полная занятость,От 1 года до 3 лет,60000.0,30000.0,Интернет-маркетолог,2020-10-08T11:53:31+0300,Требования: знание основ интернет-маркетингаопыт работы ,Удаленная работа,[],Условия: оклад 20 000 + KPI + бонусыудаленная работаполная занятость
8824,8824,,Spotech,"Доброго времени суток, уважаемый Соискатель!   Требуется Android (kotlin/ java) разработчик на парт-тайм занятость (10-25 часов в неделю). Мы специализируемся на разработке веб-сайтов, и сейчас активно развиваем новое наше направление – разработка мобильных приложений. Основной наш продукт – разработка стартапов под ключ. На рынке заказного ПО более 4-х лет. За это время выполнили большое количество проектов самой разной сложности. Мы заинтересованы в долгосрочном и плодотворном сотрудничестве.   ",,Частичная занятость,От 3 до 6 лет,60000.0,30000.0,Android разработчик,2020-10-08T11:57:02+0300,,Удаленная работа,"[{'name': 'Java'}, {'name': 'Android'}, {'name': 'Git'}, {'name': 'Android SDK'}, {'name': 'Agile Project Management'}, {'name': 'kotlin'}]",
9462,9462,,Адара,"Мы ищем человека на интересную и ответственную должность email-маркетолога в интернет-магазин.<br /><br />Компания на рынке с 2009 года, одна из лидеров и активно развивается. Сфера деятельности - электронная коммерция. Ниша - натуральная косметика, аюрведа, здоровое питание, товары для йоги. ","Что входит в обязанности?  Разработка и внедрение стратегии email-маркетинга;  Улучшение ключевых метрик (LTV, отток, выручка, open rate, click-to-open, unsubscribe rate);  Подготовка плана рассылок и его реализация;  Ведение еженедельной рассылки, создание писем;  Мониторинг и работа с доставляемостью рассылок;  Контроль репутации домена и попадания в спам;  Сбор и увеличение базы контактов: email, push;  Работа с базой (сегментация, реактивация);  Создание и внедрение триггерных писем;  Аналитика и ведение отчетности по эффективности рассылок, постоянная работа над улучшением показателей;  Работа с системами аналитики Google Analytics, Yandex Metrika и сквозной аналитики;  ",Полная занятость,От 1 года до 3 лет,60000.0,30000.0,E-mail маркетолог в интернет-магазин косметики,2020-09-20T20:50:21+0300,,Удаленная работа,"[{'name': 'Internet Marketing'}, {'name': 'Google Analytics'}, {'name': 'E-Commerce'}, {'name': 'E-Mail Marketing'}, {'name': 'Интернет-реклама'}, {'name': 'HTML'}, {'name': 'Управление интернет-проектами'}, {'name': 'Интернет маркетинг'}, {'name': 'Торговый маркетинг'}, {'name': 'Продвижение бренда'}, {'name': 'WEB аналитика'}, {'name': 'Проведение промо акций'}, {'name': 'Управление лояльностью потребителей'}]",
11135,11135,Москва,Мел,"Мел – это мультиформатное медиа про детей, образование и воспитание. Мел запустился более четырех лет назад и уже стал самым популярным изданием для родителей с ежемесячной аудиторией более 4 млн. уникальных пользователей в месяц. Junior позиция – это и работа с первого дня, и интенсивное обучение. Все в параллели, притом учиться придется много и усердно. Чтобы обучение шло бодрее, стартовые команды собираются из опытных тимлидов (для наставничества), и других junior разработчиков (для обмена опытом). Мы ищем разработчиков с желанием участвовать в полном продуктовом цикле: проектирование мокапов, обсуждение дизайна, программирование и тестирование. ",,Полная занятость,Нет опыта,60000.0,30000.0,Junior JavaScript Developer / Младший Фронтенд Программист,2020-10-14T15:55:27+0300,"Основные требования: опыт программирования на любых языках или профильное образованиеобязательно: базовое представление о web разработкеспособность к самообучениюпродуктовая вовлеченность, желание развивать продукт ",Полный день,[],
